poke 2	থলে
melancholic 	বিষাদবায়ুগ্রস্ত
melancholy 	বিষাদ
poker 1	আগুন উসকে দেওয়া বা কয়লা ভাঙার জন্য শক্ত ধাতব দণ্ডবিশেষ
poker 2	দুই বা ততোধিক ব্যক্তির জন্য তাসের খেলা, এতে খেলোয়াড়রা তাদের হাতের তাসের মূল্যের উপর বাজি ধরেন
poker 3	বিভীষিকা
poky	(স্থান) ক্ষুদ্র
mélange 	মিশ্রণ
polar	মেরু সম্বন্ধীয়
polarize, polarise	দুটি বিপরীত, বিরুদ্ধ বা প্ৰতিকূল অবস্থানে ঘনীভূত করা
Polaroid	রোদের তেজ কমানোর সানগ্লাস
polder	(সমুদ্রগর্ভ বা নদী থেকে) উদ্ধার করা নিচু জমি
pole 1	মেরু
pole 2	(বিশেষত তাঁবু, টেলিগ্রাফের তার, পতাকা ইত্যাদির জন্য কাঠ বা ধাতুর দীর্ঘ, সরু, সুগোল) দণ্ড বা খুঁটি
Pole	পোল্যান্ডদেশীয়
poleaxe, pole-ax	(ইতিহাস) যুদ্ধে ব্যবহারের জন্য দীর্ঘ হাতলবিশিষ্ট কুঠার
polecat	গন্ধগোকুল
polemic	বিবাদ
police	আইনশৃঙ্খলা রক্ষায় নিয়োজিত সরকারি বাহিনী
policy 1	নীতি
policy 2	বিমার লিখিত চুক্তি
polio	polio myelitis-এর কথ্যসংক্ষেপ
poliomyelitis	মেরুদণ্ডের মজ্জার প্ৰদাহঘটিত, ভাইরাসজনিত সংক্রামক ব্যাধি, যাতে রোগী প্রায়ই শারীরিকভাবে পঙ্গু হয়ে যায়
polish	ঘষামাজা করা
polish 2	পোল্যান্ড বা পোল্যান্ড সম্বন্ধীয়
politburo	রাজনৈতিক দলের প্ৰবীণ নির্বাহী পরিষদ
polite	শিষ্টাচারী
politic	(ব্যক্তি) নীতি
political	রাষ্ট্রীয়
politician	রাজনীতিবিদ
politicize, politicise	রাজনীতিসচেতন করা বা হওয়া
politick	রাজনীতি করা
politico	(তুচ্ছার্থে) রাজনীতিবিদ
politics	রাজনীতি
polity	সরকারের রূপ বা প্রক্রিয়া
polka	(পূর্ব ইউরোপে উদ্ভূত) দ্রুত তালের নৃত্যবিশেষ
poll 1	নির্বাচনে ভোটদান বা ভোটগ্রহণ
poll 2	ভোট দেওয়া বা পাওয়া
poll 3	শুক পাখির প্রচলিত নাম
pollack	দীর্ঘ সরু চোয়ালবিশিষ্
pollard	নতুন পত্রপল্লব গজাতে পারে, এই উদ্দেশ্যে গাছের মাথা কেটে ফেলা
pollen	পরাগ
pollinate	পরাগনিষিক্ত/পরাগযুক্ত করা
pollster	(কথ্য) জনমত যাচাইকারী
pollute	দূষিত/কলুষিত/দুষ্ট/নোংরা/অপবিত্র করা
polo	ঘোড়ার পিঠে চড়ে দীর্ঘ মুগুরসদৃশ যষ্টিযোগে বলখেলাবিশেষ
polonium	আকরিক ইউরেনিয়মে প্ৰাপ্ত তেজস্ক্রিয় মৌল (প্রতীক Po)
polony	আধাসিদ্ধ শূকর মাংসের সসেজবিশেষ
poltroon	ভীরু
poly	polytechnic- এর কথ্যসংক্ষেপ
polyandry	একই সময়ে বহুপতি গ্রহণের প্রথা
polyanthus	কয়েক ধরনের উদ্যানপুষ্পবিশেষ- যারা একই বৃন্তে অনেকগুলো করে ফোটে
polyarchy	বহুব্যক্তির শাসনব্যবস্থা
polychromatic	বহুবর্ণ
polyclinic	বিভিন্ন ধরনের রোগের চিকিৎসার জন্য প্রতিষ্ঠান
polyester	পোশাক তৈরির জন্য কৃত্রিম তন্তুবিশেষ
polygamy	বহুবিবাহ
polyglot	বহুভাষায় কৃতবিদ্য বা লিখিত
polygon	বহুভুজ
polygyny	বহুবিবাহ
polyhedron	ছয়টি সমতলবিশিষ্ট ঘনবস্তু
polymath	বহু বিষয়ে কৃতবিদ্য ব্যক্তি
polymer	বড় বড় অণুযোগে গঠিত প্রাকৃতিক বা মনুষ্যসৃষ্ট যৌগবিশেষ, ঐ অণুগুলো আবার ছোট ছোট সরল অণুর সমবায়ে গঠিত
polymorphous	(ক্রমবিকাশ, বৃদ্ধি ইত্যাদির) বহুস্তরবিশিষ্ট কিংবা বহুস্তর অতিক্রমকারী
polynomial	(বীজগণিত) দুইয়ের অধিক পদবিশিষ্
polyp	অতি অপরিণত দেহযন্ত্রবিশিষ্ট জলচর জীববিশেষ
polyphony	একই সময়ে একাধিক স্বয়ংসম্পূর্ণ সুরের সমবায়
polypod	বহুপদপ্ৰাণী
polypus	সাধারণত দেহতন্তু পর্যন্ত বিস্তৃত আকর্ষীসদৃশ একাধিক নালিবিশিষ্ট অর্বুদ বা ব্ৰণ
polystyrene	বিশেষত বাক্স ইত্যাদি বানাতে একধরনের হালকা, মজবুত প্লাস্টিক উপাদান (এটি একটি উত্তম অন্তরক)
polysyllable	একাধিক (সাধারণত তিনের অধিক) স্বরবিশিষ্ট শব্দ
polytechnic	বিশেষত বিজ্ঞান ও প্রযুক্তিঘটিত বিষয়ে পূর্ণকালীন বা খণ্ডকালীন উচ্চশিক্ষার প্রতিষ্ঠান
polytheism	একাধিক ঈশ্বরে বিশ্বাস
polythene	পানিনিরোধক মোড়ক, অন্তরক ইত্যাদির জন্য ব্যাপকভাবে ব্যবহৃত প্লাস্টিক উপাদানবিশেষ
polyunsaturated	(উদ্ভিজ্জ ও প্রাণীজ স্নেহপদার্থ) বিশেষ রাসায়নিক সংগঠনের কারণে রক্তে ক্ষতিকর কোলেস্টেরল উৎপাদনের সঙ্গে জড়িত নয় এমন
melanin 	(জীববিদ্যা) মানুষ ও প্রাণীর ত্বক ও চুলে প্রাপ্ত কালচে বাদামি রঞ্জক পদার্থ।
mêlée 	এলোমেলো লড়াই
mellifluous 	সুমধুর
mellow 	নরম ও সুমিষ্ট; রসালো
melodic 	সুরসংক্রান্ত
melodious 	সুরসংক্রান্ত
pom	---->
melodrama 	উত্তেজনাকর ও আবেগপ্রধান মিলনান্তক নাটক
melody 	সুমিষ্ট গীত
melon 	তরমুজ
melt 	গলা বা গলানো
member 	সমিতি, দল প্ৰভৃতির সভ্য
membrane 	ঝিল্লি
memento 	স্মারকচিহ্ন
memo 	memorandum এর সংক্ষিপ্ত রূপ (স্মারক)
memoir 	স্বীয় অভিজ্ঞতালব্ধ ঘটনাবলির লিখিত বিবরণ
memorable 	স্মরণীয়
memoranda 	memorandum- এর বহুবচন
memorandum	ভবিষ্যৎ ব্যবহারের জন্য নোট
memorial	কোনো ঘটনা বা ব্যক্তির স্মৃতিরক্ষার্থে নির্মিত বা কৃত কিছু
memorize 	মুখস্থ করা।
memory 	স্মৃতি
memory card	মেমরি কার্ড
men 	man1 (১)
menace 	বিপদ
ménage 	সংসার
menagerie 	প্রদর্শনার্থ বন্দি বন্যপ্রাণীর সংগ্রহ
pomace	(আপেলের রস নিষ্কাশিত করতে) আপেলের মণ্ড
mend 	মেরামত করা
mendacious	মিথ্যা
mendelevium 	মৌলিক পদার্থ (প্রতীক Md) (আইনস্টাইনিয়াম থেকে কৃত্রিম উপায়ে প্রাপ্ত) মেন্ডেলেভিয়াম
pomade	""
Mendelian 	এর প্রজননতত্ত্ব সম্পর্কিত
mendicant 	ভিক্ষুক
menfolk 	পুরুষেরা
menial 	চাকরবাকরের উপযোগী
pomegranate	ডালিম
pomelo	লেবুজাতীয় বৃহৎ ফলবিশেষ
pomiculture	ফলের চাষ
pommel	ঘোড়ার জিনের যে বাঁকানো অংশ সামনের দিকে উঁচু হয়ে থাকে
pomp	জাঁকজমক
pompom	শোভাবৃদ্ধির জন্য টুপি, পোশাক বা জুতার সঙ্গে পরিহিত পালক, রেশম বা ফিতার গুচ্ছ
pompous	সাড়ম্বর
ponce	যে পুরুষ বেশ্যার সঙ্গে থাকে এবং তার উপার্জনে জীবিকানিৰ্বাহ করে
poncho	প্রাবরণ হিসেবে পরিধেয়-মাথা গলানোর জন্য মাঝখানে ছিদ্রযুক্ত বৃহৎ বস্ত্রখণ্ড
pond	পুকুর
ponder	বিবেচনা করা
ponderable	মাপা বা ওজন করা যায় এমন
ponderous	ভারী
pone	(বিশেষত উত্তর আমেরিকার ইন্ডিয়ানদের রীতিতে তৈরি) ভুট্টার রুটি
poniard	ছুরি
pontiff	পোপ
pontifical	পোপ বা বিশপ সম্বন্ধীয়
pontificate	বিশপের বিশেষত পোপের পদ
pontoon 1	প্রশস্ততল নৌকাবিশেষ
pontoon 2	এক ধরনের তাসখেলা
pony	টাট্টু
poodle	ঘন কোঁকড়া লোমওয়ালা কুকুর
poof	---->
pooh	অসহিষ্ণুতা, অবজ্ঞা বা দুর্গন্ধের দরুন ঘৃণা প্রকাশ করে
pooh-pooh	(ভাব, চিন্তা ইত্যাদির প্ৰতি) অবজ্ঞা প্রকাশ করা
pool 1	বিশেষত প্রাকৃতিকভাবে সৃষ্ট স্রোতহীন, জলমগ্ন ক্ষুদ্র এলাকা
pool 2	(জুয়া খেলা) কয়েকজন খেলোয়াড়ের বাজির মোট অর্থ
poop	জাহাজের পশ্চাদ্ভাগ
poor	দরিদ্র
poorly	(কথ্য) অসুস্থ: I am rather poorly this evening
poorness	কোনো কাঙ্ক্ষিত গুণ বা উপাদানের অভাব (লক্ষণীয় যে poverty সাধারণত ‘দারিদ্র্য’ বোঝায়)
pop 1	ফট শব্দ
pop 2	poppa-এর America(n) সংক্ষেপ
pop 3	জনপ্রিয়
pop 4	ফট (শব্দ) করা বা করানো
Pope	রোমান ক্যাথলিক গির্জা-সংগঠনের প্রধানরূপে রোমের বিশপ
popinjay	খোশপোশাকি
poplar	ঝাউজাতীয় দীর্ঘ, ঋজু, দ্রুতবর্ধিষ্ণু বৃক্ষবিশেষ
poplin	রেশম ও পশমের শিরাযুক্ত বস্ত্রবিশেষ
 po-po	(কথ্য) পুলিশ (সাধারণত যিনি বাইকে চড়ে ঘুরে বেড়ান)
meningitis 	মস্তিষ্কাবরক ঝিল্লিপ্ৰদাহ।
poppa	papa
poppet	(সাধারণত শিশুদের জন্য) আদরসূচক শব্দ
meniscus 	(বিজ্ঞান) ঢিউবের ভিতরের তরল পদার্থের বক্র পৃষ্ঠদেশ
menopause 	রজোনিবৃত্তি
poppy	কয়েক ধরনের বুনো ও আবাদি উদ্ভিদ, যাতে বড় বড়, বিশেষত লাল ফুল ফোটে। এতে দুধের মতো একরকম রস থাকে
menses 	রজঃস্রাব
poppy-cock	আগড়ম-বাগড়ম
menstruate 	রজঃস্রাব হওয়া
mensuration 	দৈর্ঘ্য ক্ষেত্রফল ও আয়তন নির্ণয় করার গাণিতিক পদ্ধতি
populace	সাধারণ মানুষ
mental 	মানসিক
mentality 	মানস
popular	জনসাধারণ সম্বন্ধীয় বা জনসাধারণের জন্
menthol 	পিপারমেন্‌টের তৈলজাত কপূর্রসদৃশ পদার্থবিশেষ
mention 	উল্লেখ করা
mentor 	বিজ্ঞ পরামর্শদাতা
popularity	জনপ্রিয়তা
menu 	রেস্তোরাঁয় তৈরি খাদ্যের তালিকা
popularize, popularise	জনপ্রিয়/লোকপ্রিয়/লোকপ্রচলিত করা
populate	জনপূর্ণ করা
Mephistophelian 	জার্মানির ‘ফাউস্ট’ কাহিনিতে বর্ণিত শয়তানসম্পর্কিত বা ঐ শয়তানতুল্য
population	কোনো স্থান বা দেশে বসবাসরত জনসমষ্টি
mercantile 	ব্যবসাবাণিজ্য বা বণিকসংক্রান্ত
populism	লোকসাধারণের আবেগ-অনুভূতি বা ভয়ের উপর প্রতিষ্ঠিত সরকার বা রাজনীতি
Mercator’s projection	পৃথিবীর মানচিত্র তৈরির যে পদ্ধতিতে অক্ষরেখাসমূহ ও দ্রাঘিমারেখাসমূহ পরস্পরকে সমকোণে ছেদ করে (যার ফলে বিষুবরেখা হতে দূরবর্তী অঞ্চলসমূহ ক্রমান্বয়ে বর্ধিতাকারে প্রদর্শিত হয়)
populous	জনবহুল
mercenary 	কেবল অর্থ ও অন্যবিধ পুরস্কারের জন্য কাজ করে এমন
porcelain	চীনামাটি
mercer 	রেশমাদি মূল্যবান বস্ত্রের ব্যবসায়ী
mercerize, -ise 	সুতি বস্ত্রাদিকে রাসায়নিক প্রক্রিয়ায় রেশমের ন্যায় উজ্জ্বল ও চকচকে করা
porch	ভবনসংলগ্ন ছাদযুক্ত প্রবেশপথ
merchandise 	পণ্যদ্রব্য
porcine	শূকর সম্বন্ধীয় বা শূকরসদৃশ
porcupine	শজারু; শল্যক
merchant 	বণিক (বিশেষত বৈদেশিক বাণিজ্যের)
pore 1	অতি ক্ষুদ্র রন্ধ্র যার ভিতর দিয়ে তরলপদার্থ চলাচল করতে পারে
merciful 	ক্ষমাপূর্ণ
merciless 	ক্ষমাহীন
mercurial 	পারদসম্পর্কিত
pore 2	অভিনিবেশ সহকারে/নিবিষ্টভাবে/অনন্যচিত্তে পড়া/অধ্যয়ন করা
mercury 	(রসায়ন) পারদ
pork	শূকরমাংস
porn	যে দোকানে অশ্লীল বই পুস্তক ইত্যাদি বিক্রি করা হয়
pornography	রচনা
porous	সূক্ষ্ণরন্ধ্রযুক্ত
porphyry	লাল ও সাদা স্ফটিকখচিত লাল রঙের কঠিন শিলাবিশেষ, যা ঘসে মেজে অলংকাররূপে ব্যবহার করা হয়
porpoise	ডলফিন বা ছোট তিমিসদৃশ সামুদ্রিক জীববিশেষ
porridge	পানি-দুধে শস্য (যেমন যব) সিদ্ধ করে প্রস্তুত নরম খাদ্য
porringer	স্যুপ ইত্যাদি খাওয়ার জন্য হাতলযুক্ত ছোট পাত্র
port 1	পোতাশ্রয়
port 2	(নৌচালনবিদ্যা) প্রবেশের জন্য কিংবা মাল উঠানো-নামানোর জন্য জাহাজের পার্শ্বদ্বার
port 3	সামনের দিকে মুখ করলে জাহাজ বা বিমানের বাম পার্শ্ব
port 4	পর্তুগালের গাঢ় লাল বা সাদা, উগ্র, কড়া মদবিশেষ
port 5	অফিসারের পরিদর্শনার্থ (রাইফেল বা অন্য অস্ত্র) শরীরসংলগ্ন করে আড়াআড়িভাবে ধারণ করা: port arm! (উক্ত প্রকারে) অস্ত্র ধারণ করো
portable	সুবহ
portage	বিশেষত দুটি নাব্য নদীর মধ্যবর্তী অঞ্চলে (যেমন কানাডার অরণ্য অঞ্চলে) নৌকা, পণ্য ইত্যাদি বহন
portal	বিশেষত বৃহৎ ভবনের বিশাল প্রবেশদ্বার
portamento	এক সুর থেকে অন্য সুরে অনবরত গড়িয়ে চলা
portcullis	(ইতিহাস) দুর্গের প্রবেশদ্বারে তোলা ও নামানোর উপযোগী লোহার গরাদ
portecochѐre	বাড়ির অভ্যন্তর প্রাঙ্গণে গাড়ি প্রবেশের দ্বার
portend	(ভবিষ্যতের ঘটনা ইত্যাদির) সংকেতসূচক/ইঙ্গিতবহ/আলামতসূচক হওয়া
portent	পূর্বলক্ষণ
porter 1	(রেলস্টেশন, বিমানবন্দর, হোটেল ইত্যাদি স্থানে কর্মরত) মুটে
porter 2	(হোটেল ইত্যাদিতে) দারোয়ান
porter 3	গাঢ় বাদামি রঙের তিক্ত স্বাদ বিয়ারবিশেষ
porterhouse	(গরুর) বাছাই-করা মাংসখণ্ড
portfolio	আলগা কাগজপত্র, দলিল, চিত্র ইত্যাদি রাখার জন্য (সাধারণত চামড়ার) সমতল আধারবিশেষ
port-hole	দ্ৰষ্টব্য port2
portico	বিশেষত ভবনসম্মুখে স্তম্ভোপরি ন্যস্ত ছাদবিশেষ
portiére	ঘরের দরজা বা প্ৰবেশপথে ঝোলানো ভারী পরদা
portion	(কোনো কিছু বহনের সময় দেয়) অংশ
Portland	(ডর্সেটের পোৰ্টল্যান্ডের কাছে খনিতে লভ্য) হলুদাভ সাদা চুনাপাথর
portly	(বিশেষত বয়স্ক লোক) গোলগাল
portmanteau	কাপড়চোপড় বহনের জন্য চামড়ার আয়তাকার ব্যাগবিশেষ
portrait	প্রতিকৃতি, প্রতিমূর্তি
portray	প্ৰতিকৃতি-আঁকা
pose	(প্রতিকৃতি-অঙ্কন, আলোকচিত্রগ্রহণ ইত্যাদির আগে) কাঙ্ক্ষিত ভঙ্গিতে স্থাপন করা
mercy 	ক্ষমা
mere 1	ছাড়া আর কিছু নয়
poseur	তাক লাগানোর জন্য যে ব্যক্তি ভঙ্গি অবলম্বন করে
mere 2	পুকু
meretricious 	দেখতে চটকদার কিন্তু মূল্যহীন
posh	(কথ্য) চটকদার
merge 	অঙ্গীভূত করা বা হওয়া
posit	তর্কের খাতিরে সত্য/সিদ্ধ বলে ধরে নেওয়া
Meridian 	ভূপৃষ্ঠের কোনো নির্দিষ্ট স্থানের উপর দিয়ে উত্তর ও দক্ষিণ মেরু সংযোজক যে বৃত্তরেখা কল্পনা করা হয়
meridional 	দক্ষিণসম্পর্কিত
position	অবস্থান
meringue 	ডিমের শ্বেতাংশের সঙ্গে চিনি মিশিয়ে তৈরি মিষ্টান্নবিশেষ
merino	উৎকৃষ্ট লম্বা পশমযুক্ত ভেড়াবিশেষ
merit 	প্রশংসনীয় গুণ যা যোগ্যতা
merit cy 	যে সরকার বা নিয়ন্ত্রণ ব্যবস্থা উচ্চ ব্যবহারিক যোগ্যতা ও ধীসম্পন্ন ব্যক্তিদের দ্বারা পরিচালিত হয়
positive	নিশ্চিত
meritorious 	প্রশংসার যোগ্য
positivism	জল্পনাকল্পনা বা মানসবিচারের স্থলে ইন্দ্রিয়গম্য প্রপঞ্চ ও সন্দেহাতীত তথ্যের উপর প্রতিষ্ঠিত, অগস্তঁ কোঁতে (ফরাসি দার্শনিক, ১৭৯৮-১৮৫৭)- এর দার্শনিক মতবাদ
mermaid	(ছোটদের গল্পে বা রূপকথায়) পায়ের বদলে মাছের লেজযুক্ত নারী
merry 	উল্লসিত
posse	কনস্টেবল দল বা তুল্য ক্ষমতাসম্পন্ন অন্য কোনো বাহিনী
mésalliance	নিম্নতর সামাজিক মর্যাদাসম্পন্ন ব্যক্তির সঙ্গে বিবাহ
mescal 	মেক্সিকোর গোলাকৃতি ক্যাকটাস
Mesdames 	madame-এর plural
possess	(কোনো কিছুর) অধিকারী বা মালিক হওয়া
Mesdemoiselles	mademiselle-এর plural
possession	স্বামিত্ব
mesh	জালের বুনানির বা তারের জালির ঘর বা ফাঁক
possessive	অধিকারসূচক
mesmerism 	সম্মোহন
posset	আগেকার দিনে সর্দিকাশির প্রতিকার হিসেবে বহুল ব্যবহৃত ঈষদুষ্ণ দুধের সঙ্গে বিয়ার ও মসলাযুক্ত পানীয়বিশেষ
meson 	(পদার্থবিদ্যা) ইলেকট্রন ও প্রোটন-নিউট্রনের মাঝামাঝি ভরবিশিষ্ট অস্থিতিশীল পারমাণবিক কণা
possibility	সম্ভাবনা
mess 1	বিশৃঙ্খলা
possible	সম্ভবপর
mess 2	একত্রে আহার গ্রহণকারী ব্যক্তিদের দল (বিশেষত সেনাবাহিনীতে)
message 	সংবাদ
possum	opossum (দ্ৰষ্টব্য)-এর কথ্য সংক্ষেপ
post 1	যে স্থানে প্রহরারত সৈনিক অবস্থান করে
messenger 1	দূত
post 2	(সামরিক) সূর্যাস্তকালীন তূর্যধ্বনি
messenger 2	ইন্টারনেটের সহায়তায় কম্পিউটার বা মোবাইল ফোনের মাধ্যমে তাৎক্ষণিকভাবে পাঠানো যায়, এমন সেবা
Messiah	মানবজাতির ত্রাণের উদ্দেশ্যে যাঁর আবির্ভাব ঘটবে বলে ইহুদিরা আশা করে
Messieurs	monsieur-এর plural
Messrs 	Mr- এর বহুবচন হিসেবে একাধিক ভদ্রলোকের নামের তালিকার আগে ব্যবহৃত
met 	meet-এর past tense, past participle
Met 2 	Meteorological-এর সংক্ষিপ্ত রূপ
metabolism 	জীবন্ত পদার্থে যে প্রক্রিয়ায় খাদ্য তৈরি হয় এবং খাদ্য সরলতর পদার্থে রূপান্তরিত হয়
post 3	(ইতিহাস) পত্র ইত্যাদি পর্যায়ক্রমে গন্তব্যস্থল পর্যন্ত বহনের জন্য কিছুদূর অন্তর অন্তর নিযুক্ত অশ্বারোহী বাহক
metabolize, -ise	বিপাকক্রিয়ায় খাদ্য শোষণের মাধ্যমে ব্যবহার করা
metacarpal	হাতের হাড়সম্পর্কিত
post 4	(চিঠিপত্র) ডাকে দেওয়া/ফেলা
metal 	ধাতু
metallic 	ধাতব metallic coins, ধাতব মুদ্রা
metallurgy 	ধাতুবিদ্যা
post 5	খুঁটি
metamorphose 	রূপান্তরিত করা
metamorphosis	রূপান্তর
post-	পরে
metaphor 	অভেদ কল্পনার মাধ্যমে বিশেষ ভাব প্ৰকাশের জন্য যে শব্দ প্রয়াগ করা হয়, রূপকালংকার
metaphysics 	সত্তার প্রকৃতি ও জ্ঞানসংক্রান্ত দর্শনশাস্ত্র
postage	ডাকমাসুল
metatarsal 	পায়ের হাড়
metatarsus 	গোড়ালি থেকে পায়ের আঙুল পর্যন্ত পায়ের অংশ বা ঐ অংশের হাড়সমূহ
mete 	mete out পরিমাপ করা
postal	ডাক সম্বন্ধীয়
meteor 	উল্কা
meteoric 	বায়ুমণ্ডলসংক্রান্ত বায়ুমণ্ডলীয় অবস্থা সংক্রান্ত
meteorite 	পতিত উল্কা
postdate	(চেক, চিঠি ইত্যাদিতে) লেখার তারিখের পরবর্তী কোনো তারিখ দেওয়া
meteorology 	আবহাওয়াবিজ্ঞান
meter 1	পরিমাপযন্ত্র
meter 2	(America(n)= metre
poster	প্রাচীরপত্র
methane 	বর্ণহীন
methinks 	আমার মনে হয়
poste restante	ডাকঘরের বিভাগ- এই বিভাগের প্ৰযত্নে চিঠিপত্র পাঠালে তা না-চাওয়া পর্যন্ত সংরক্ষিত থাকে
method 	নিয়ম
Methodism	ইংল্যান্ডের জন ওয়েজলি (John Wesley ১৭০৩-১৭৯১) কর্তৃক প্রবর্তিত কঠোর নিয়মনিষ্ঠ খ্রিষ্টীয় সম্প্রদায়বিশেষের মতবাদ, শিক্ষা ও প্রার্থনাপদ্ধতি
methought 	methinks-এর plural
meths 	এর সংক্ষিপ্ত রূপ।
posterior	পশ্চাৎকালীন
methyl 	methyl alcohol বিভিন্ন জৈবরাসায়নিক যৌগপদার্থে বিদ্যমান সুরাসারবিশেষ
posterity	বংশধরগণ
meticulous 	খুঁটিনাটির ব্যাপারে অতি যত্নশীল
métier 	ব্যক্তিগত বৃত্তি, পেশা বা ব্যবসায়
me time 	একান্ত নিজস্ব সময়
metre 1	মেট্রিক প্রণালিতে দৈর্ঘ্যের একক
metre 2	ছন্দ
postern	পার্শ্বদ্বার
metric 	মিটারসম্পর্কিত
metrical 	ছন্দোবদ্ধ
Post Exchange	সামরিক ঘাঁটির ভাণ্ডারবিশেষ, যেখানে বাহিনীর সদস্য ও তাদের পরিবারবর্গ সেবা ও শুল্কমুক্ত পণ্য কিনতে পারেন
metrication 	মেট্রিক ব্যবহার রূপান্তকরণ
Metro 	পাতাল রেলপথ ব্যবস্থা (বিশেষত প্যারিসে)
metronome 	(সংগীত) তাল নির্দেশ করার যন্ত্রবিশেষ, যাতে একটি পেনডিউলাম প্ৰতি মিনিটে নির্দিষ্টসংখ্যক বার শব্দ করার মাধ্যমে তাল সৃষ্টি করে
postgraduate	স্নাতকোত্তর
metropolis 	কোনো দেশের প্রধান নগর
posthumous	(সন্তান) পিতার মৃত্যুর পর জাত বা জন্ম নেওয়া
metropolitan 	রাজধানী সম্পর্কিত রাজধানীস্থ
mettle 	তেজ
mew 	বিড়ালের/সামুদ্রিক পাখির মিউ বা মেও মেও ডাক
postilion	যে ব্যক্তি শকটবাহী দুই বা ততোধিক ঘোড়ার একটিতে আরোহণ করে গাড়ি চালায়
mezzanine 	একতলা ও দোতলার মধ্যবর্তী (তল)
mezzo 	মাঝারিরকম
postmaster	ডাকবিভাগের সর্বোচ্চ কর্তা ব্যক্তি/মন্ত্রী
mezzotint 	খোদাই বা চাঁছা ধাতুপাত থেকে ছবি মুদ্রণের পদ্ধতি বা ঐ পদ্ধতিতে মুদ্রণ
mi, me 	সংগীতে অষ্টকের তৃতীয় স্বর বা স্বরলিপি
post meridiem	দুপুর থেকে মধ্যরাত পর্যন্ত সময়
miaou, miaow 	mew
miasma 	জলাভূমি বা মাটির পচা আবর্জনাদি থেকে নির্গত বাষ্প বা দুর্গন্ধ
postmortem	মৃত্যুর পরে শবদেহ পরীক্ষা এবং এই পরীক্ষাসংক্রান্ত
mica 	অভ্র
mice	mouse-এর plural
Michaelmas	সাধু মাইকেলের জন্মতিথি উপলক্ষে ২৯ সেপ্টেম্বর অনুষ্ঠেয় খ্রিষ্টীয় পর্ববিশেষ
postpone	স্থগিত/মুলতবি রাখা/করা
mickle 	প্রচুর পরিমাণ
micro 	অতি ক্ষুদ্র
postprandial	(সাধারণত হাস্যরসাত্মক) ভোজনোত্তর
micro 2 	micro computer
postscript	(সংক্ষেপে PS) চিঠিতে স্বাক্ষরের পরে যুক্ত বাক্যাবলি
microbe 	অণুজীব
microbiology	অণুজীববিদ্যা।
postulant	(বিশেষত কোনো ধর্মসংঘে ভর্তি হওয়ার জন্য) প্রার্থী
microchip	(কম্পিউটার) সংহত বর্তনীতে ব্যবহৃত সিলিকন ইত্যাদির অতি ক্ষুদ্র টুকরা
microcomputer	দ্ৰষ্টব্য computer
microcosm 	ক্ষুদ্র সৃষ্টি বা বিশ্ব (সৃষ্টির প্রতিনিধিত্বকারী হিসেবে গণ্য) মানুষ
postulate	(যুক্তির খাতিরে) সত্য বা সিদ্ধ বলে গ্রহণ করা
microdot 	বিন্দুর আকারে পর্যবসিত ছবি
microfiche 	মাইক্রোফিল্‌মের পাত
microfilm 	ক্ষুদ্রাকারে ছবি তোলার ফিল্‌ম্‌বিশেষ।
posture	অঙ্গস্থিতি
micrometer 	অতি ক্ষুদ্র বস্তু মাপার যন্ত্রবিশেষ
micron 	দৈর্ঘ্যের এককবিশেষ (প্রতীক)
posy	পুষ্পস্তবক
microorganism	অণুবীজ
microphone 	রেডিও, টেলিফোন ইত্যাদিতে ব্যবহৃত যে যন্ত্রের সাহায্যে শব্দতরঙ্গকে বিদ্যুৎপ্রবাহে রূপান্তরিত করা হয়
microprocessor	(কম্পিউটার) কম্পিউটারে ব্যবহৃত এক ধরনের সংহত বর্তনী
microscope 	অণুবীক্ষণ
microscooter	শিশু ও বৃদ্ধদের জন্য অ্যালুমিনিয়ামের তৈরি দুই চাকার খুদে যান যা ভাঁজ করা যায়
microwave 	অতি ক্ষুদ্র তরঙ্গ
microsoft word 	মাইক্রোসফট ওয়ার্ড মাইক্রোসফটের তৈরি একটি ওয়ার্ড প্রসেসর
mid 1	মধ্যস্থিত
mid 2	(কাব্য) মধ্যে
midday 	দুপুর
medden 	গোবরের স্তূপ
pot 1	পাত্র
middle 	মধ্যবর্তী বিন্দু, অবস্থান বা অংশ
pot 2	(মাংস, মাছের পিণ্ড ইত্যাদি সংরক্ষণ করতে) পাত্রমধ্যে রাখা
middling 	মাঝামাঝি
potable	পেয়
midge	ক্ষুদ্র ডাঁশের আকারের ডানাওয়ালা পতঙ্গবিশেষ
midget	অতি ক্ষুদ্রকায় ব্যক্তি
potash	পটাসিয়ামের বিভিন্ন লবণের সাধারণ নাম
midi 	মাঝারি ঝুলের পোশাক (বিশেষত মেয়েদের)
midland 	কোনো দেশের মধ্যভাগ
pottassium	সব জীব শরীরের জন্য অপরিহার্য সাদা ধাতব মৌল (প্রতীক K) যা খনিজ লবণরূপে এবং শিলামধ্যে পাওয়া যায়
midnight	মধ্যরাত্রি
potation	(সাহিত্যিক) পানীয়
midriff 	(ব্যবচ্ছেদবিদ্যা) মধ্যচ্ছদা
potato	আলু
poteen	নিষিদ্ধ চোলাইযন্ত্রে প্রস্তুত আইরিশ হুইস্কি
potent	(ব্যক্তি বা যন্ত্র সম্বন্ধে নয়) জোরালো
potentate	ক্ষমতাবান ব্যক্তি
